mittente,destinatario,n_telefonate
42207,228,8
42208,228,6
42209,228,2
42210,228,4
42211,228,2
42212,228,2
42213,228,8
42214,228,4
42215,228,2
42216,228,2
42217,228,2
42218,228,2
42219,228,2
42220,228,2
42221,228,2
42222,228,4
42223,228,2
42224,228,2
42225,228,2
42226,228,2
42227,228,2
42228,228,4
42229,228,20
42230,228,6
42231,228,8
42232,228,10
42233,228,2
42234,228,2
42235,228,6
42236,228,6
42237,228,2
42238,228,4
42239,228,2
42240,228,2
42241,228,8
42242,228,2
42243,228,2
42244,228,4
42245,228,2
42246,228,12
42247,228,4
42248,228,2
42249,228,4
42250,228,4
42251,228,2
42252,228,4
42253,228,8
42254,228,4
42255,228,2
42256,228,8
42257,228,2
42258,228,12
42259,228,4
42260,228,4
42261,228,2
42262,228,2
42263,228,2
42264,228,2
42265,228,2
42266,228,4
42267,228,4
42268,228,2
42269,228,2
42270,228,2
42271,228,4
42272,228,4
42273,228,2
42274,228,2
42275,228,6
42276,228,8
42277,228,2
42278,228,8
42279,228,4
42280,228,2
42281,228,2
42282,228,2
42283,228,6
42284,228,2
42285,228,2
42286,228,4
42287,228,14
42288,228,2
42289,228,4
42290,228,6
42291,228,2
42292,228,10
42293,228,2
42294,228,2
42295,228,2
42296,228,2
42297,228,22
42298,228,2
42299,228,2
42300,228,4
42301,228,4
42302,228,8
42303,228,2
42304,228,4
42305,228,2
42306,228,2
42307,228,4
42308,228,4
42309,228,2
42310,228,2
42311,228,4
42312,228,2
42313,228,2
42314,228,4
42315,228,2
42316,228,12
42317,228,2
42318,228,2
42319,228,4
42320,228,2
42321,228,16
42322,228,4
42323,228,2
42324,228,4
42325,228,2
42326,228,2
42327,228,4
42328,228,2
42329,228,4
42330,228,2
42331,228,2
42332,228,2
42333,228,2
42334,228,2
42335,228,2
42336,228,2
42337,228,2
42338,228,2
42339,228,2
42340,228,4
42341,228,4
42342,228,2
42343,228,6
42344,228,2
42345,228,18
42346,228,2
42347,228,6
42348,228,2
42349,228,2
42350,228,2
42351,228,6
42352,228,2
42353,228,4
42354,228,2
42355,228,2
42356,228,4
42357,228,2
42358,228,2
42359,228,4
42360,228,2
42361,228,2
42362,228,2
42363,228,4
42364,228,4
42365,228,2
42366,228,4
42367,228,4
42368,228,4
42369,228,12
42370,228,2
42371,228,2
42372,228,2
42373,228,4
42374,228,2
42375,228,2
42376,228,6
42377,228,2
42378,228,2
42379,228,16
42380,228,2
42381,228,6
42382,228,6
42383,228,6
42384,228,2
42385,228,2
42386,228,2
42387,228,2
42388,228,2
42389,228,2
42390,228,4
42391,228,4
42392,228,2
42393,228,2
42394,228,4
42395,228,2
42396,228,6
42397,228,2
42398,228,50
42399,228,2
42400,228,2
42401,228,4
42402,228,4
42403,228,2
42404,228,2
42405,228,2
42406,228,2
42407,228,6
42408,228,2
42409,228,6
42410,228,2
42411,228,2
42412,228,4
42413,228,6
42414,228,2
42415,228,2
42416,228,2
42417,228,4
42418,228,2
42419,228,2
42420,228,4
42421,228,4
42422,228,2
42423,228,2
42424,228,2
42425,228,2
42426,228,2
42427,228,4
42428,228,4
42429,228,6
42430,228,4
42431,228,2
42432,228,2
42433,228,2
42434,228,2
42435,228,2
42436,228,4
42438,228,4
42439,228,4
42440,228,2
42441,228,2
42442,228,2
42443,228,2
42444,228,8
42445,228,4
42446,228,6
42447,228,6
42448,228,2
42449,228,2
42451,228,4
42452,228,10
42453,228,4
42454,228,4
42455,228,2
42456,228,2
42457,228,4
42458,228,4
42459,228,6
42460,228,2
42461,228,2
42462,228,10
42463,228,4
42464,228,4
42465,228,8
42466,228,4
42467,228,6
42469,228,2
42470,228,2
42471,228,2
42472,228,2
42473,228,2
42474,228,4
42475,228,8
42476,228,4
42477,228,2
42478,228,2
42479,228,2
42480,228,2
42481,228,4
42482,228,6
42483,228,2
42484,228,4
42485,228,2
42486,228,2
42487,228,6
42488,228,10
42489,228,4
42490,228,10
42491,228,4
42492,228,4
42493,228,2
42494,228,2
42495,228,2
42496,228,2
42497,228,2
42498,228,2
42499,228,2
42500,228,2
42501,228,2
42502,228,2
42503,228,2
42504,228,6
42505,228,4
42506,228,4
42507,228,4
42508,228,4
42509,228,2
42510,228,4
42511,228,2
42512,228,2
42513,228,6
42514,228,2
42515,228,4
42516,228,6
42517,228,8
42518,228,2
42519,228,2
42520,228,2
42521,228,6
42522,228,10
42523,228,10
42524,228,8
42525,228,2
42526,228,6
42527,228,2
42528,228,2
42529,228,4
42530,228,8
42531,228,2
42532,228,6
42533,228,2
42534,228,2
42535,228,6
42536,228,2
42537,228,2
42538,228,8
42539,228,2
42540,228,2
42541,228,4
42542,228,4
42543,228,2
42544,228,4
42545,228,2
42546,228,2
42547,228,6
42548,228,4
42549,228,2
42551,228,2
42552,228,4
42553,228,6
42554,228,4
42555,228,2
42556,228,2
42557,228,2
42558,228,4
42559,228,2
42560,228,2
42562,228,4
42563,228,2
42564,228,2
42565,228,4
42566,228,10
42567,228,2
42568,228,2
42569,228,2
42570,228,2
42571,228,6
42572,228,4
42573,228,6
42577,228,2
42578,228,6
42579,228,2
42581,228,4
42582,228,4
42583,228,2
42584,228,4
42585,228,4
42586,228,2
42587,228,2
42588,228,2
42589,228,2
42590,228,8
42591,228,2
42592,228,4
42593,228,2
42595,228,2
42597,228,4
42598,228,4
42600,228,2
42601,228,2
42602,228,4
42603,228,6
42604,228,4
42605,228,6
42606,228,6
42607,228,4
42608,228,4
42609,228,2
42610,228,2
42611,228,6
42612,228,2
42613,228,2
42614,228,2
42615,228,8
42616,228,2
42617,228,2
42619,228,4
42620,228,2
42622,228,2
42623,228,2
42626,228,4
42627,228,6
42628,228,2
42631,228,2
42632,228,2
42633,228,2
42634,228,4
42635,228,2
42636,228,6
42637,228,4
42638,228,2
42639,228,6
42641,228,2
42642,228,2
42643,228,2
42644,228,12
42646,228,4
42648,228,4
42649,228,4
42650,228,6
42651,228,2
42652,228,14
42653,228,2
42654,228,2
42655,228,4
42656,228,6
42657,228,8
42659,228,4
42660,228,8
42661,228,4
42662,228,2
42663,228,2
42664,228,4
42665,228,4
42666,228,2
42667,228,2
42668,228,6
42669,228,4
42670,228,2
42671,228,2
42672,228,2
42673,228,4
42674,228,4
42675,228,2
42676,228,6
42677,228,2
42679,228,4
42680,228,6
42681,228,2
42682,228,4
42683,228,2
42684,228,2
42685,228,2
42686,228,2
42687,228,2
42688,228,4
42689,228,2
42690,228,4
42691,228,2
42692,228,6
42693,228,2
42694,228,2
42695,228,2
42698,228,2
42702,228,2
42703,228,4
42705,228,2
42706,228,6
42709,228,4
42710,228,6
42711,228,2
42712,228,4
42713,228,2
42714,228,2
42715,228,2
42716,228,2
42717,228,2
42718,228,2
42719,228,2
42720,228,2
42721,228,4
42722,228,6
42723,228,4
42724,228,2
42725,228,2
42726,228,2
42727,228,2
42728,228,4
42729,228,4
42730,228,4
42731,228,2
42732,228,2
42733,228,4
42734,228,6
42735,228,2
42736,228,10
42737,228,2
42738,228,6
42739,228,2
42740,228,2
42741,228,2
42742,228,2
42743,228,2
42745,228,10
42746,228,6
42747,228,4
42748,228,2
42749,228,4
42750,228,2
42752,228,2
42753,228,2
42754,228,2
42756,228,4
42757,228,2
42760,228,4
42761,228,2
42762,228,2
42763,228,2
42764,228,2
42766,228,2
42767,228,4
42768,228,2
42769,228,2
42770,228,4
42771,228,2
42772,228,2
42775,228,2
42776,228,2
42779,228,24
42780,228,2
42781,228,2
42782,228,2
42783,228,4
42784,228,4
42785,228,2
42786,228,2
42787,228,2
42789,228,2
42790,228,6
42791,228,2
42792,228,2
42793,228,4
42794,228,2
42795,228,2
42796,228,2
42797,228,8
42798,228,4
42799,228,2
42800,228,4
42801,228,2
42802,228,4
42804,228,8
42805,228,2
42806,228,4
42808,228,6
42809,228,2
42810,228,2
42811,228,4
42812,228,2
42813,228,4
42814,228,8
42815,228,2
42816,228,2
42817,228,16
42818,228,2
42819,228,4
42820,228,2
42821,228,2
42822,228,2
42823,228,2
42824,228,2
42825,228,2
42826,228,2
42827,228,2
42828,228,2
42829,228,2
42830,228,2
42831,228,2
42832,228,4
42833,228,4
42834,228,2
42835,228,4
42836,228,8
42837,228,2
42838,228,48
42839,228,2
42840,228,2
42841,228,4
42842,228,4
42843,228,2
42844,228,6
42845,228,2
42846,228,2
42847,228,2
42849,228,6
42850,228,6
42852,228,4
42853,228,4
42854,228,2
42855,228,6
42857,228,4
42858,228,2
42859,228,2
42863,228,4
42865,228,4
42866,228,6
42867,228,2
42868,228,4
42870,228,2
42872,228,2
42873,228,2
42874,228,4
42875,228,4
42876,228,2
42877,228,2
42878,228,2
42879,228,4
42880,228,2
42881,228,2
42882,228,4
42884,228,2
42886,228,4
42888,228,2
42889,228,2
42890,228,8
42891,228,8
42892,228,4
42893,228,4
42894,228,2
42896,228,2
42897,228,16
42898,228,2
42899,228,2
42900,228,6
42901,228,2
42902,228,2
42903,228,12
42905,228,4
42907,228,2
42910,228,2
42911,228,2
42912,228,2
42913,228,6
42914,228,2
42915,228,2
42916,228,2
42917,228,6
42918,228,4
42919,228,4
42920,228,2
42921,228,2
42922,228,2
42923,228,2
42924,228,2
42925,228,2
42926,228,4
42928,228,8
42929,228,4
42931,228,4
42933,228,2
42934,228,2
42935,228,2
42936,228,2
42937,228,8
42938,228,2
42939,228,4
42940,228,4
42941,228,4
42942,228,10
42943,228,2
42944,228,2
42945,228,2
42946,228,2
42949,228,2
42950,228,2
42951,228,4
42952,228,6
42954,228,4
42955,228,4
42956,228,8
42957,228,6
42958,228,2
42959,228,6
42960,228,2
42961,228,4
42962,228,2
42963,228,8
42964,228,2
42965,228,2
42966,228,4
42967,228,4
42968,228,2
42969,228,8
42970,228,4
42971,228,2
42972,228,2
42973,228,4
42974,228,4
42975,228,2
42976,228,8
42977,228,2
42979,228,2
42980,228,2
42981,228,8
42982,228,2
42983,228,2
42984,228,2
42985,228,4
42986,228,2
42987,228,2
42988,228,2
42989,228,8
42990,228,2
42991,228,2
42992,228,4
42993,228,2
42994,228,4
42995,228,6
42996,228,4
42997,228,2
42998,228,2
42999,228,4
43000,228,4
43001,228,2
43002,228,2
43003,228,4
43007,228,4
43009,228,2
43010,228,2
43011,228,4
43014,228,8
43016,228,28
43017,228,4
43018,228,2
43019,228,2
43020,228,10
43021,228,2
43022,228,2
43023,228,4
43024,228,2
43025,228,4
43026,228,2
43027,228,2
43028,228,2
43029,228,2
43030,228,2
43031,228,4
43032,228,2
43034,228,2
43036,228,2
43038,228,2
43040,228,4
43043,228,2
43044,228,10
43045,228,6
43046,228,4
43047,228,2
43048,228,8
43050,228,6
43051,228,4
43052,228,2
43053,228,2
43057,228,2
43059,228,2
43060,228,2
43061,228,2
43065,228,2
43066,228,2
43067,228,6
43068,228,10
43070,228,2
43071,228,2
43072,228,4
43073,228,6
43074,228,6
43075,228,4
43076,228,2
43077,228,2
43078,228,2
43079,228,2
43080,228,2
43081,228,2
43082,228,4
43084,228,2
43085,228,4
43086,228,2
43087,228,2
43088,228,8
43089,228,2
43092,228,6
43093,228,2
43094,228,2
43096,228,2
43097,228,2
43099,228,4
43100,228,2
43102,228,2
43103,228,2
43104,228,2
43105,228,4
43106,228,2
43107,228,2
43108,228,2
43109,228,2
43110,228,4
43112,228,2
43113,228,2
43114,228,2
43117,228,2
43118,228,2
43119,228,4
43120,228,2
43121,228,2
43122,228,2
43123,228,6
43124,228,2
43125,228,2
43126,228,2
43127,228,2
43128,228,2
43129,228,8
43130,228,2
43131,228,2
43132,228,2
43133,228,24
43134,228,2
43136,228,4
43137,228,2
43138,228,2
43139,228,2
43140,228,6
43141,228,4
43142,228,2
43143,228,2
43144,228,4
43145,228,8
43146,228,6
43147,228,4
43148,228,4
43149,228,4
43150,228,6
43151,228,2
43152,228,4
43153,228,6
43154,228,2
43155,228,4
43156,228,4
43157,228,2
43158,228,2
43159,228,4
43160,228,2
43161,228,4
43165,228,2
43166,228,2
43168,228,4
43169,228,2
43171,228,2
43174,228,2
43175,228,10
43177,228,2
43178,228,18
43180,228,2
43181,228,2
43182,228,2
43183,228,2
43185,228,2
43186,228,2
43187,228,2
43188,228,2
43189,228,2
43190,228,4
43191,228,2
43192,228,2
43193,228,2
43194,228,2
43195,228,10
43197,228,2
43199,228,2
43200,228,2
43201,228,8
43202,228,8
43203,228,4
43204,228,4
43205,228,2
43206,228,4
43207,228,4
43208,228,2
43209,228,2
43210,228,6
43211,228,4
43212,228,2
43213,228,10
43214,228,4
43215,228,2
43216,228,2
43217,228,8
43218,228,4
43219,228,2
43220,228,6
43221,228,2
43222,228,2
43223,228,2
43224,228,2
43225,228,2
43227,8520,2
43228,8520,2
43229,8520,8
43230,8520,2
43231,8520,2
43232,8520,22
43233,8520,2
43234,8520,4
43235,8520,36
43237,8520,2
43240,8520,14
43241,8520,8
43243,8520,4
43245,8520,36
43246,8520,4
43249,8520,678
43250,8520,2
43251,8520,4
43252,8520,3
43255,8520,4
43256,8520,4
43257,8520,2
43258,8520,36
43259,8520,304
43260,8520,4
43261,8520,8
43262,8520,8
43263,8520,4
43264,8520,2
43265,8520,4
43266,8520,4
43267,8520,38
43268,8520,4
43269,8520,12
43270,8520,4
43271,8520,2
43272,8520,18
43273,8520,4
43275,8520,4
43277,8520,2
43278,8520,8
43279,8520,4
43280,8520,4
43281,8520,4
43282,8520,3
43283,8520,2
43284,8520,12
43286,33384,5
43289,33384,10
43292,33384,12
43297,33384,2
43300,68,3
43300,8270,24
43300,33384,5
43300,33386,20
43302,1,10
43302,2072,107
43303,33384,4
43304,33384,2
43305,33384,2
43306,33384,2
43307,33384,2
43310,7656,5
43310,33384,9
43311,33384,2
43312,33384,8
43313,33384,8
43314,33384,38
43318,33384,4
43320,11,2
43322,2050,2
43323,2050,2
43324,2050,6
43330,2050,18
43331,2050,2
43332,2050,8
43335,34459,32
43336,1773,2
43336,8201,1
43336,34459,16
43338,34459,10
43339,34459,2
43342,2014,8
43344,2014,2
43345,2014,2
43346,2014,2
43347,2014,2
43348,2014,2
43349,2014,4
43350,2014,2
43351,2014,2
43355,2014,4
43357,2014,2
43358,2014,2
43359,2014,4
43362,2014,2
43363,2014,2
43364,2014,2
43365,2014,2
43366,2099,6
43368,18,1
43368,43369,2
43369,18,6
43369,1965,4
43369,1967,2
43369,43377,2
43370,18,1
43370,43369,2
43371,18,1
43371,43369,2
43372,18,4
43372,43369,4
43373,43369,4
43374,18,2
43374,43369,2
43375,18,4
43375,43369,4
43376,43369,4
43377,18,4
43377,43369,4
43378,18,1
43378,43369,2
43379,43369,2
43380,18,210
43380,1980,2
43380,1990,2
43380,34506,12
43380,43381,2
43380,43382,4
43380,43383,2
43380,43384,2
43380,44886,57
43380,44910,2
43380,44925,17
43380,44930,1
43380,45191,2
43380,45192,2
43380,45193,6
43380,45194,4
43380,45195,5
43380,45196,25
43380,45198,3
43380,45199,1
43380,45200,1
43380,45201,1
43380,45202,3
43381,43380,6
43382,43380,4
43385,2072,2
43386,2072,40
43387,2072,44
43388,2072,2
43389,2072,20
43390,2072,90
43391,2072,2566
43392,2072,274
43394,2072,6
43395,2072,2
43396,2072,6
43397,2072,8
43398,2072,8
43400,2072,12
43401,2072,8
43403,2072,32
43404,2072,4
43406,2072,2
43407,2072,44
43408,2038,2
43409,2072,2
43410,2072,8
43411,2072,4
43413,2072,12
43414,2072,4
43415,2072,10
43416,2072,18
43418,2040,8
43418,2049,9
43418,2071,9
43418,2072,28
43418,8096,1
43418,43926,1
43419,2072,70
43420,2072,2
43421,2072,14
43422,2072,4
43423,2072,10
43433,2072,2
43434,2072,2
43435,2072,101
43436,2072,2
43437,2072,4
43439,2072,2
43441,2072,12
43447,2072,2
43448,2072,2
43449,2072,2
43450,43451,4
43451,44831,8
43451,45185,1
43452,43451,2
43453,43451,2
43454,2040,42
43455,2040,2
43456,2040,14
43457,2040,6
43458,2040,14
43459,2040,10
43460,2040,2
43461,2040,14
43462,2040,16
43463,2040,6
43464,2040,2
43465,2040,2
43466,2040,2
43467,2040,4
43468,2040,2
43469,11,2
43469,2040,2
43470,11,2
43470,2040,2
43470,34718,2
43471,1954,4
43471,2040,2
43471,43752,2
43472,2040,2
43474,2049,46
43475,2049,2
43476,2049,10
43477,2049,2
43478,2049,2
43480,2049,4
43482,2049,10
43483,2049,2
43486,2071,12
43487,2071,31
43488,2071,5
43489,2038,2
43490,2038,8
43491,2038,4
43492,2038,6
43495,18,2
43496,11,4
43497,11,8
43498,11,2
43501,11,26
43502,11,10
43503,11,8
43504,11,4
43505,1954,177
43506,1954,28
43507,1954,13
43510,1954,82
43511,1954,180
43512,1954,50
43513,1954,11
43514,1954,266
43515,1954,32
43516,1954,34
43517,1954,10
43518,1954,58
43519,1954,160
43520,1954,4
43521,1954,10
43522,35716,4
43524,35716,4
43525,43526,2
43527,43528,2
43529,43528,2
43533,34749,6
43536,34749,2
43537,34749,2
43538,34749,4
43539,34749,2
43540,34749,8
43541,34749,2
43543,34749,2
43545,34749,2
43546,34749,2
43547,43548,2
43549,34708,14
43551,34708,6
43552,34708,4
43553,34708,8
43558,34708,2
43560,34708,2
43561,34708,2
43562,34708,2
43563,34708,2
43565,34712,4
43572,34712,2
43574,34791,26
43575,43576,4
43577,43576,6
43578,43576,2
43579,43576,2
43580,43576,2
43581,43576,2
43582,43576,4
43583,43576,2
43584,43576,6
43585,43576,2
43586,43576,2
43587,43588,22
43587,43590,2
43587,43591,4
43587,43593,6
43587,43594,6
43587,43596,2
43587,43599,2
43587,43600,4
43587,43601,2
43587,43602,2
43589,43587,2
43590,43587,2
43592,43587,4
43595,43587,2
43597,43587,18
43598,43587,4
43603,43587,4
43604,34718,336
43605,34718,4
43607,34718,4
43609,1955,8
43609,34718,2
43611,34718,12
43612,34718,16
43614,34718,8
43615,34718,11
43616,34718,16
43617,34718,4
43618,34718,4
43621,34718,8
43624,34718,12
43625,34718,4
43627,34718,2
43628,34718,4
43629,34718,4
43631,34715,96
43632,34715,8
43633,34715,280
43634,34715,6
43635,34715,34
43636,34715,12
43637,34715,274
43638,34715,2
43639,34715,52
43640,34715,4
43642,34715,2
43645,34715,3
43646,34715,2
43647,34715,20
43649,34715,12
43651,34715,2
43652,34715,4
43654,34715,10
43659,34715,2
43660,34715,1
43661,34715,4
43663,8270,2
43663,34715,2
43663,43752,2
43664,43665,8
43664,43666,2
43664,43667,2
43664,43670,2
43664,43673,2
43664,43675,6
43664,43676,2
43664,43677,2
43664,43678,2
43664,43679,2
43664,43680,2
43664,43681,2
43666,43664,2
43668,43664,2
43669,43664,2
43671,43664,2
43672,43664,2
43673,43664,2
43674,43664,2
43682,43664,4
43686,34705,4
43688,34705,90
43689,34705,30
43690,34705,44
43691,34705,2
43693,34705,32
43694,34705,172
43695,34705,4
43700,34705,24
43701,34705,4
43702,34705,8
43705,34705,4
43709,34705,4
43710,34705,4
43711,34705,4
43713,34705,17
43714,34705,2
43718,34705,2
43719,34705,6
43720,34705,4
43721,34705,6
43722,34705,4
43724,43725,8
43724,43726,2
43724,43727,6
43724,43728,2
43724,43729,2
43724,43730,8
43724,43731,2
43724,43732,2
43724,43733,8
43724,43734,2
43724,43735,2
43724,43736,8
43724,43737,6
43724,43738,2
43724,43739,2
43724,43740,2
43724,43741,2
43725,43724,6
43729,43724,2
43738,43724,2
43742,43743,2
43744,1773,9
43744,35151,3
43746,1773,68
43746,8201,3
43747,1773,4
43748,1773,12
43748,8201,3
43749,1773,13
43750,1773,17
43750,8201,2
43751,9044,6
43752,1797,2
43752,1898,6
43752,1929,2
43752,8051,2
43752,9044,520
43752,35149,2
43752,35620,8
43752,43755,4
43752,43758,12
43752,43766,32
43752,43771,12
43752,43772,24
43752,43779,10
43752,43780,45
43752,43781,7
43752,43782,16
43752,43783,4
43752,43784,8
43752,43785,3
43752,43786,2
43752,43787,6
43752,43788,202
43752,43789,27
43752,43790,74
43752,43791,2
43752,43792,24
43752,43793,9
43752,43795,2
43752,43797,4
43752,43800,10
43752,43801,36
43752,43804,1
43752,43805,38
43752,43806,20
43752,43807,6
43752,43808,4
43752,43810,3
43752,43812,10
43752,43813,3
43752,43814,9
43752,43815,3
43752,43816,2
43752,43817,12
43752,43818,4
43752,43822,3
43752,43823,4
43752,43828,2
43752,43829,2
43752,43830,8
43752,43831,2
43752,43833,2
43752,43834,2
43752,43837,6
43752,43841,3
43752,43842,8
43752,43843,9
43752,43844,8
43752,43846,2
43752,43848,2
43752,52573,84
43752,52645,8
43752,52677,4
43752,52757,1
43753,9044,53
43753,52573,9
43754,9044,24
43754,52573,3
43755,9044,23
43755,43752,28
43755,52573,1
43756,9044,17
43756,52573,4
43757,9044,10
43757,52573,3
43758,9044,13
43758,43752,28
43758,52573,3
43759,9044,3
43760,9044,2
43760,52573,1
43761,9044,16
43761,52573,1
43762,9044,6
43763,9044,3
43764,9044,3
43764,43752,8
43766,9044,118
43766,43752,24
43766,52573,18
43767,9044,3
43768,9044,599
43768,52573,77
43769,9044,12
43769,43752,4
43770,9044,7
43770,52573,2
43772,9044,8
43772,43752,36
43772,52573,1
43773,9044,9
43773,52573,3
43774,9044,10
43775,9044,2
43775,52573,1
43776,9044,5
43776,52573,1
43777,9044,2
43778,9044,24
43778,52573,7
43779,43752,20
43780,9044,3
43780,43752,72
43781,43752,13
43782,43752,30
43783,43752,16
43784,43752,20
43786,43752,2
43789,9044,1
43789,43752,3
43790,9044,19
43790,43752,74
43790,52573,6
43792,43752,60
43793,43752,60
43794,9044,10
43794,43752,24
43796,43752,2
43797,43752,2
43798,43752,4
43799,43752,3
43800,9044,7
43800,43752,8
43800,52573,5
43801,43752,52
43802,43752,8
43803,43752,15
43804,43752,3
43805,43752,13
43806,43752,28
43807,43752,3
43809,9044,19
43809,43752,5
43809,52573,2
43810,9044,3
43810,43752,4
43810,52573,3
43811,43752,4
43812,9044,1
43812,52573,3
43813,43752,6
43814,43752,40
43815,9044,28
43815,43752,11
43815,52573,6
43816,9044,1
43816,43752,2
43817,43752,7
43818,43752,6
43819,9044,22
43819,43752,2
43819,52573,19
43820,9044,51
43820,43752,2
43820,52573,27
43821,43752,2
43822,43752,4
43823,9044,96
43823,43752,4
43823,52573,103
43824,43752,3
43825,43752,2
43826,9044,7
43826,43752,9
43826,52573,1
43827,43752,2
43828,43752,4
43830,43752,6
43832,43752,4
43834,9044,1
43834,52573,1
43835,43752,4
43836,43752,6
43837,9044,17
43837,43752,48
43837,52573,5
43838,43752,4
43839,43752,4
43840,43752,6
43841,9044,53
43841,43752,3
43841,52573,13
43842,43752,1
43843,43752,24
43844,43752,2
43845,43752,3
43847,43752,3
43849,8042,38
43850,7811,16
43851,8042,2
43853,8042,6
43854,8003,2
43856,7514,6
43857,7514,104
43858,7514,2
43865,7514,2
43866,7514,4
43867,7514,2160
43868,7514,2
43869,7514,18
43870,7514,2
43871,7514,12
43874,7514,4
43875,1955,8
43876,1954,4
43876,1955,2
43877,1955,44
43877,34634,36
43878,1955,2
43879,1955,12
43880,1955,2
43880,34634,40
43880,34660,2
43881,1955,2
43882,1955,2
43883,1954,2
43883,1955,2
43883,34634,4
43884,1955,6
43884,34634,2
43885,1955,8
43886,1955,2
43887,1955,2
43889,1955,2
43891,1955,4
43894,1955,2
43903,1955,4
43903,34660,24
43904,34632,2
43904,34666,18
43905,34666,8
43906,34666,6
43907,34666,2
43911,34634,42
43912,34634,24
43916,34634,2
43917,34634,30
43917,43911,8
43919,1954,2
43919,34634,2
43920,43911,2
43921,34634,2
43922,34634,2
43923,34634,2
43924,8171,2
43926,2053,162
43926,8171,2
43927,8171,2
43929,8171,4
43931,8171,6
43932,8171,7
43933,1950,2
43935,8171,8
43936,8171,22
43937,8171,6
43938,8171,4
43939,8171,2
43940,8171,2
43942,2040,9
43942,33386,51
43943,8171,8
43944,8171,4
43945,8171,6
43946,8171,14
43948,18,13
43962,228,3
44060,33386,4
44061,33386,4
44062,1765,15
44062,45997,1
44062,46113,1
44064,228,1
44065,228,1
44066,228,2
44068,228,2
44069,228,1
44071,228,2
44073,228,3
44074,228,7
44075,228,2
44076,228,3
44077,228,1
44079,228,1
44081,228,1
44082,228,1
44083,228,1
44084,228,1
44085,228,1
44086,228,1
44087,228,1
44088,228,1
44089,228,1
44090,228,1
44091,228,1
44092,228,1
44093,228,2
44094,228,1
44095,228,2
44096,228,1
44097,228,5
44098,228,1
44099,228,1
44100,228,2
44101,228,2
44102,228,1
44103,228,1
44104,228,1
44105,228,4
44106,228,1
44107,228,3
44108,228,2
44109,228,1
44110,228,1
44111,228,1
44112,228,1
44113,228,6
44114,228,1
44115,228,1
44116,228,1
44117,228,1
44118,228,2
44119,228,1
44120,228,2
44121,228,1
44122,228,2
44123,228,1
44124,228,4
44125,228,3
44126,228,3
44128,228,1
44130,228,3
44131,228,1
44132,228,1
44133,228,1
44134,228,1
44135,228,3
44136,228,1
44137,228,10
44138,228,1
44139,228,4
44140,228,1
44141,228,1
44142,228,1
44143,228,1
44144,228,1
44145,228,6
44146,228,1
44147,228,2
44148,228,5
44149,228,1
44150,228,2
44151,228,1
44152,228,1
44153,228,4
44154,228,1
44155,228,1
44156,228,1
44157,228,4
44158,228,1
44159,228,1
44161,228,1
44162,228,23
44163,228,5
44164,228,2
44165,228,1
44166,228,2
44167,228,2
44169,228,3
44171,228,1
44172,228,2
44173,228,2
44174,228,1
44175,228,1
44176,228,2
44177,228,1
44178,228,1
44179,228,5
44180,228,5
44182,228,1
44183,228,1
44184,228,1
44185,228,8
44186,228,1
44187,228,1
44189,228,1
44190,228,3
44191,228,1
44192,228,1
44193,228,2
44194,228,3
44195,228,1
44196,228,1
44197,228,2
44198,228,3
44199,228,1
44200,228,1
44201,228,1
44202,228,1
44203,228,2
44204,228,7
44205,228,3
44206,228,1
44208,228,1
44209,228,1
44210,228,1
44211,228,2
44212,228,1
44213,228,2
44214,228,1
44215,228,1
44216,228,1
44217,228,1
44218,228,2
44219,228,1
44220,228,1
44222,228,1
44223,228,1
44224,228,2
44225,228,1
44226,228,1
44227,228,3
44228,228,2
44230,228,4
44231,228,1
44233,228,2
44234,228,1
44235,228,1
44236,228,1
44237,228,1
44238,228,1
44239,228,3
44240,228,1
44241,228,1
44242,228,1
44244,228,3
44245,228,1
44246,228,1
44247,228,2
44248,228,1
44249,228,9
44250,228,1
44251,228,1
44252,228,1
44253,228,3
44254,228,1
44255,228,6
44256,228,1
44257,228,3
44258,228,1
44259,228,1
44260,228,1
44261,228,1
44262,228,1
44263,228,3
44266,228,1
44267,228,4
44268,228,1
44269,228,1
44270,228,1
44271,228,1
44272,228,2
44273,228,2
44274,228,1
44275,228,1
44277,228,1
44278,228,1
44279,228,2
44280,228,2
44281,228,1
44282,228,1
44283,228,1
44284,228,1
44285,228,2
44286,228,3
44287,228,2
44288,228,1
44289,228,2
44290,228,1
44291,228,1
44292,228,1
44293,228,1
44294,228,5
44295,228,1
44296,228,1
44297,228,1
44299,228,1
44300,228,1
44301,228,1
44302,228,14
44303,228,3
44304,228,1
44305,228,1
44307,228,2
44308,228,1
44309,228,1
44310,228,1
44311,228,3
44313,228,1
44315,228,9
44316,228,2
44317,228,1
44318,228,4
44320,228,1
44322,228,1
44323,228,1
44324,228,1
44325,228,1
44327,228,1
44328,228,1
44329,228,5
44330,228,3
44331,228,1
44332,228,1
44333,228,3
44334,228,1
44335,228,1
44336,228,1
44337,228,2
44338,228,1
44339,228,1
44340,228,8
44341,228,2
44342,228,1
44343,228,2
44344,228,2
44345,228,1
44346,228,1
44347,228,1
44352,228,3
44353,228,1
44355,228,1
44358,228,1
44359,228,1
44360,228,1
44363,228,1
44366,228,3
44368,228,1
44377,228,1
44381,228,1
44382,228,1
44383,228,1
44385,228,1
44386,228,1
44387,228,3
44388,228,1
44389,228,1
44390,228,2
